OBJECTID,DATE_,TIME,SEVERITY,SEVERITY_DESCRIPTION,ACCIDENT_TYPE,ACCIDENT_DESCRIPTION,VEHICLES,CASUALTIES,PEDESTRIAN,CYCLES,MCYCLES,CHILDREN,OAPS,X,Y,RENDER
5156,2019/11/12 00:00:00+00,0930,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,356696,168228,C
5157,2019/11/12 00:00:00+00,1130,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,358685,172875,A
5158,2019/11/20 00:00:00+00,0015,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359548,174024,CYC
5159,2019/11/15 00:00:00+00,1920,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359698,177498,A
5160,2019/11/16 00:00:00+00,1120,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361270,171940,CARS
5161,2019/11/16 00:00:00+00,1135,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358689,171651,E
5162,2019/12/24 00:00:00+00,1145,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,354950,176845,MCYC
5163,2019/12/20 00:00:00+00,1330,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359448,172935,A
5164,2020/02/14 00:00:00+00,1730,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359115,171826,A
5165,2019/12/04 00:00:00+00,1420,3,Slight,E,Elderly pedestrian,1,2,1,0,0,0,1,358784,173559,E
5166,2019/03/18 00:00:00+00,0800,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,356467,175070,A
5167,2019/11/16 00:00:00+00,1913,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,360831,168558,CARS
5168,2019/11/21 00:00:00+00,1825,3,Slight,J2,Turning Movement from minor road,2,1,0,0,0,0,0,360502,169636,CARS
5169,2020/03/04 00:00:00+00,1130,3,Slight,NONE,Other,2,1,0,0,0,0,0,361963,173322,CARS
5170,2019/11/23 00:00:00+00,1033,3,Slight,O,Overtaking,2,1,0,0,1,0,0,359025,174408,MCYC
5171,2019/11/15 00:00:00+00,1830,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359381,173279,A
5172,2019/11/20 00:00:00+00,0030,3,Slight,LC,Loss of Control,2,1,0,0,0,0,0,361355,174122,CARS
5173,2019/11/27 00:00:00+00,1450,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,360551,173428,MCYC
5174,2019/12/01 00:00:00+00,1730,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,359432,176536,CARS
5175,2019/11/25 00:00:00+00,1935,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,358300,173107,CARS
5176,2020/03/05 00:00:00+00,1515,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,358930,178427,CARS
5177,2019/11/26 00:00:00+00,1920,3,Slight,NONE,Other,2,1,0,0,0,0,0,358829,171824,CARS
5178,2019/11/27 00:00:00+00,1546,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,1,0,359203,172428,CYC
5179,2019/11/29 00:00:00+00,1600,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger – no collis,1,1,0,0,0,1,0,364388,173925,CARS
5180,2019/11/27 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,363998,176163,CYC
5181,2019/12/04 00:00:00+00,1949,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359547,172338,CYC
5182,2019/12/05 00:00:00+00,1745,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,1,0,0,359483,173334,MCYC
5183,2019/12/05 00:00:00+00,1500,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,357388,173133,CYC
5184,2019/10/10 23:00:00+00,2241,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359155,174094,MCYC
5185,2019/10/10 23:00:00+00,0706,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359028,174066,CYC
5186,2019/12/06 00:00:00+00,1810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360786,174597,A
5187,2019/10/12 23:00:00+00,0104,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359411,173521,A
5188,2019/12/02 00:00:00+00,1015,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,359853,177690,CARS
5189,2019/12/06 00:00:00+00,0820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356295,178903,CYC
5190,2019/12/13 00:00:00+00,1029,3,Slight,LC,Loss of Control,1,3,0,0,0,0,3,363405,175988,CARS
5191,2019/12/06 00:00:00+00,0900,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,364023,174313,CYC
5192,2019/12/13 00:00:00+00,1425,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,358875,173961,C
5193,2019/12/14 00:00:00+00,2130,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358372,172818,A
5194,2019/12/12 00:00:00+00,1730,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,357006,174302,MCYC
5195,2019/12/07 00:00:00+00,1810,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,360173,173638,MCYC
5196,2019/11/29 00:00:00+00,1445,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360808,173801,C
5197,2019/10/31 00:00:00+00,1646,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,353142,177568,A
5198,2019/10/31 00:00:00+00,1810,3,Slight,LC,Loss of Control,1,1,0,0,0,0,1,360891,170052,CARS
5199,2019/12/09 00:00:00+00,1955,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359448,176298,CYC
5200,2019/12/12 00:00:00+00,0949,3,Slight,LC,Loss of Control,3,1,0,0,0,0,0,352555,177689,CARS
5201,2019/10/21 23:00:00+00,1107,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,1,360408,173036,CARS
5202,2019/12/12 00:00:00+00,2017,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,357391,170806,CARS
5203,2019/01/06 00:00:00+00,1626,3,Slight,J1,Turning Movement from major road,3,1,0,0,0,0,0,358072,167485,CARS
5204,2019/11/11 00:00:00+00,1240,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359258,172162,A
5205,2019/03/10 00:00:00+00,1800,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,358827,178681,CARS
5206,2019/12/10 00:00:00+00,1555,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360251,177513,C
5207,2019/12/10 00:00:00+00,1240,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359377,170068,CARS
5208,2019/12/10 00:00:00+00,1630,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361158,172103,MCYC
5209,2019/12/11 00:00:00+00,0735,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,1,363511,173776,MCYC
5210,2019/12/18 00:00:00+00,1310,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357892,173392,A
5211,2019/12/24 00:00:00+00,1003,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359335,173416,A
5212,2019/12/25 00:00:00+00,1215,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,360137,174242,CARS
5213,2019/12/20 00:00:00+00,2040,3,Slight,NONE,Other,2,1,0,1,0,0,0,360864,174613,CYC
5214,2019/12/23 00:00:00+00,0113,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360021,173503,C
5215,2019/12/01 00:00:00+00,2135,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,359384,174044,MCYC
5216,2019/12/16 00:00:00+00,0745,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362388,173422,CYC
5217,2019/12/24 00:00:00+00,1454,3,Slight,LC,Loss of Control,2,2,0,0,0,1,0,352432,177767,CARS
5218,2020/01/04 00:00:00+00,1900,3,Slight,J2,Turning Movement from minor road,2,2,0,0,0,0,0,361176,172094,CARS
5219,2020/01/06 00:00:00+00,0635,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,356882,172414,CYC
5220,2020/01/06 00:00:00+00,0900,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,359381,176336,CYC
5221,2020/01/10 00:00:00+00,1820,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,363319,176039,CARS
5222,2020/02/09 00:00:00+00,1322,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,356845,167761,CARS
5223,2019/12/24 00:00:00+00,1455,3,Slight,O,Overtaking,2,1,0,1,0,1,0,360440,170852,CYC
5224,2020/03/07 00:00:00+00,1630,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,356757,175212,CYC
5225,2019/12/10 00:00:00+00,1643,3,Slight,NONE,Other,2,1,0,0,0,0,0,356194,179037,CARS
5226,2020/03/10 00:00:00+00,1905,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,364369,175110,CARS
5227,2019/12/30 00:00:00+00,1410,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,361508,174977,MCYC
5228,2020/01/02 00:00:00+00,1217,3,Slight,O,Overtaking,2,1,0,0,0,0,0,361910,174482,CARS
5229,2019/12/28 00:00:00+00,1928,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359395,171963,A
5230,2019/12/16 00:00:00+00,1440,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,359407,173248,MCYC
5231,2019/08/27 23:00:00+00,0546,3,Slight,NT,Nose to Tail,3,3,0,0,0,0,0,362385,175296,CARS
5232,2020/01/03 00:00:00+00,1915,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,0,0,357883,174412,CARS
5233,2019/08/24 23:00:00+00,1834,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,360244,174230,CARS
5234,2020/03/11 00:00:00+00,1720,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,357836,174008,E
5235,2020/02/17 00:00:00+00,1830,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362911,175071,CARS
5236,2020/03/12 00:00:00+00,1810,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358762,171747,A
5237,2019/12/16 00:00:00+00,0815,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362691,170301,A
5238,2019/12/16 00:00:00+00,1841,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,361733,175074,CARS
5239,2019/06/04 23:00:00+00,2117,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360952,174101,CARS
5240,2020/01/08 00:00:00+00,0945,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,359723,173176,MCYC
5241,2019/01/10 00:00:00+00,2010,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360493,174317,CYC
5242,2019/01/10 00:00:00+00,1600,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359679,176772,CARS
5243,2020/01/08 00:00:00+00,1851,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362464,171498,A
5244,2020/01/09 00:00:00+00,0940,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359829,173837,CARS
5245,2020/02/23 00:00:00+00,2110,2,Serious,HO,Head On,2,1,0,0,0,0,0,362377,175294,CARS
5246,2020/01/09 00:00:00+00,1750,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,364119,176240,CYC
5247,2019/12/21 00:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361418,175157,A
5248,2020/03/12 00:00:00+00,1840,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,359385,176355,CARS
5249,2020/01/11 00:00:00+00,0815,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358338,171493,E
5250,2020/01/09 00:00:00+00,2000,3,Slight,HO,Head On,2,1,0,0,1,0,0,360027,176194,MCYC
5251,2020/01/14 00:00:00+00,0944,3,Slight,A,Adult pedestrian,2,1,0,0,0,0,0,358872,171532,A
5252,2020/01/14 00:00:00+00,0815,3,Slight,HO,Head On,1,1,1,0,0,0,0,357651,175837,CARS
5253,2020/01/15 00:00:00+00,0830,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,358291,172901,CYC
5254,2020/01/16 00:00:00+00,0800,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360562,175375,C
5255,2020/03/05 00:00:00+00,1940,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359648,177354,A
5256,2020/01/15 00:00:00+00,1832,3,Slight,A,Adult pedestrian,1,1,1,0,1,0,0,358260,172060,A
5257,2020/01/15 00:00:00+00,1836,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,359318,172609,CARS
5258,2020/02/13 00:00:00+00,2010,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362187,170446,CARS
5259,2020/01/18 00:00:00+00,1518,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,358685,172880,E
5260,2019/09/21 23:00:00+00,1630,3,Slight,HO,Head On,2,1,0,0,0,0,0,359022,173176,CARS
5261,2020/01/17 00:00:00+00,1530,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,360707,175120,A
5262,2020/01/18 00:00:00+00,1930,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357744,174132,A
5263,2020/02/06 00:00:00+00,1035,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,1,357989,176221,CYC
5264,2020/02/09 00:00:00+00,0230,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358755,172881,CARS
5265,2020/01/25 00:00:00+00,0200,3,Slight,NONE,Other,2,1,0,1,0,0,0,358156,171512,CYC
5266,2020/03/12 00:00:00+00,1550,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362180,176982,CARS
5267,2020/01/19 00:00:00+00,1455,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,354451,177343,CYC
5268,2019/01/16 00:00:00+00,0755,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358957,172962,A
5269,2019/09/25 23:00:00+00,0850,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359151,175691,CYC
5270,2019/09/26 23:00:00+00,1800,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361957,170322,A
5271,2019/12/02 00:00:00+00,0810,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361575,173515,CYC
5272,2019/10/21 23:00:00+00,1215,3,Slight,PV,Public Service Vehicle (e.g. bus) passenger – no collis,2,8,0,0,0,0,0,359460,173104,CARS
5273,2019/06/09 23:00:00+00,1415,3,Slight,E,Elderly pedestrian,1,1,1,0,0,0,1,361054,174964,E
5274,2020/02/12 00:00:00+00,1753,3,Slight,NT,Nose to Tail,2,4,0,0,0,3,0,361998,176841,CARS
5275,2020/02/13 00:00:00+00,1800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361180,174632,CYC
5276,2020/02/22 00:00:00+00,1300,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356517,176239,CYC
5277,2020/02/21 00:00:00+00,1938,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359095,172567,CYC
5278,2020/03/25 00:00:00+00,0503,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,0,0,0,361185,171534,CARS
5279,2020/03/07 00:00:00+00,2230,3,Slight,HO,Head On,2,2,0,0,0,0,0,363780,175618,CARS
5280,2020/03/23 00:00:00+00,0735,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,355254,177376,E
5281,2020/04/13 23:00:00+00,1540,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358676,168524,A
5282,2020/02/28 00:00:00+00,1915,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,361463,171457,CARS
5283,2020/02/29 00:00:00+00,1933,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,351919,177461,MCYC
5284,2020/03/06 00:00:00+00,1005,3,Slight,HO,Head On,3,1,0,0,0,0,0,356594,173937,CARS
5285,2020/02/28 00:00:00+00,1630,3,Slight,O,Overtaking,2,1,0,0,1,0,0,361438,172073,MCYC
5286,2020/03/01 00:00:00+00,1710,3,Slight,J1,Turning Movement from major road,2,1,0,0,0,1,0,360359,169136,CARS
5287,2020/03/06 00:00:00+00,1750,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,358830,169710,A
5288,2020/04/19 23:00:00+00,0130,3,Slight,NONE,Other,2,1,1,0,0,0,0,362358,172851,CARS
5289,2020/04/20 23:00:00+00,0700,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,354548,177201,CYC
5290,2020/01/20 00:00:00+00,1545,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,360278,171273,CYC
5291,2020/01/21 00:00:00+00,0845,2,Serious,J,Turning movement – unidentified priority,1,1,1,0,0,0,0,357037,171605,CARS
5292,2020/01/21 00:00:00+00,1041,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360765,172783,CYC
5293,2020/01/13 00:00:00+00,0800,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,361298,173793,CYC
5294,2020/02/21 00:00:00+00,1645,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,358294,172906,MCYC
5295,2020/01/21 00:00:00+00,1820,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357815,173827,CYC
5296,2020/04/27 23:00:00+00,1045,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,354116,177825,MCYC
5297,2020/04/27 23:00:00+00,1727,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,351818,179178,MCYC
5298,2020/04/10 23:00:00+00,0855,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,363581,176040,A
5299,2020/01/27 00:00:00+00,1935,3,Slight,NT,Nose to Tail,2,1,0,1,0,0,0,360482,173510,CYC
5300,2020/02/22 00:00:00+00,1300,3,Slight,J2,Turning Movement from minor road,3,1,0,0,0,0,0,362211,174130,CARS
5301,2020/01/29 00:00:00+00,2047,3,Slight,NONE,Other,2,1,0,1,0,1,0,358562,169366,CYC
5302,2020/01/31 00:00:00+00,2307,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358336,172853,CYC
5303,2020/03/20 00:00:00+00,1420,2,Serious,J2,Turning Movement from minor road,2,1,0,0,1,0,0,358728,178628,MCYC
5304,2020/04/11 23:00:00+00,1200,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,362738,171427,MCYC
5305,2020/02/05 00:00:00+00,1230,3,Slight,A,Adult pedestrian,2,1,1,0,0,0,0,351475,178147,A
5306,2019/08/23 23:00:00+00,0115,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,361273,174973,A
5307,2019/12/06 00:00:00+00,1914,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,360079,174231,CYC
5308,2019/12/11 00:00:00+00,1616,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,1,359765,176166,MCYC
5309,2019/12/10 00:00:00+00,0140,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,362815,175497,CARS
5310,2020/04/27 23:00:00+00,1915,3,Slight,LC,Loss of Control,2,1,0,1,1,0,0,360391,177525,CYC
5311,2020/02/02 00:00:00+00,0050,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357861,173183,A
5312,2020/05/03 23:00:00+00,1735,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,0,0,0,357336,169589,CARS
5313,2020/02/05 00:00:00+00,1438,3,Slight,J,Turning movement – unidentified priority,3,2,0,0,0,0,0,359014,178218,CARS
5314,2020/02/04 00:00:00+00,2100,2,Serious,A,Adult pedestrian,1,1,1,0,0,0,0,360495,174099,A
5315,2020/02/08 00:00:00+00,1455,3,Slight,C,Child pedestrian,1,1,1,0,1,1,0,359389,173283,C
5316,2020/02/07 00:00:00+00,1733,3,Slight,NT,Nose to Tail,2,1,0,0,1,0,0,362904,175568,MCYC
5317,2019/12/07 00:00:00+00,0152,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,357874,173287,A
5318,2020/05/18 23:00:00+00,0739,3,Slight,NONE,Other,1,1,0,0,0,0,0,358629,172495,CARS
5319,2020/05/05 23:00:00+00,1740,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360937,175292,CARS
5320,2019/05/16 23:00:00+00,2230,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359559,172969,CYC
5321,2019/08/05 23:00:00+00,1658,3,Slight,J1,Turning Movement from major road,2,2,0,0,0,0,1,355505,176604,CARS
5322,2019/09/02 23:00:00+00,1620,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,1,0,354377,178120,CYC
5323,2019/09/04 23:00:00+00,1500,3,Slight,NONE,Other,2,3,0,0,0,0,0,356337,170119,CARS
5324,2019/09/23 23:00:00+00,1440,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359873,170703,A
5325,2019/10/03 23:00:00+00,2040,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,362712,175438,CARS
5326,2019/10/29 00:00:00+00,1430,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,357628,173485,CYC
5327,2019/11/28 00:00:00+00,0720,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,363381,172835,A
5328,2020/05/22 23:00:00+00,1315,3,Slight,NT,Nose to Tail,2,2,0,0,0,1,1,362455,173682,CARS
5329,2020/05/25 23:00:00+00,1505,3,Slight,NT,Nose to Tail,2,2,0,0,0,0,0,360443,171820,CARS
5330,2020/05/24 23:00:00+00,1532,3,Slight,C,Child pedestrian,1,1,1,0,0,1,0,360343,173881,C
5331,2019/11/06 00:00:00+00,2120,2,Serious,J2,Turning Movement from minor road,2,1,1,1,0,0,0,360792,174603,CYC
5332,2019/12/16 00:00:00+00,0720,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,363390,175907,MCYC
5333,2020/04/21 23:00:00+00,1826,3,Slight,LC,Loss of Control,2,1,0,0,1,0,0,361569,168556,MCYC
5334,2020/04/24 23:00:00+00,1800,3,Slight,LC,Loss of Control,7,1,0,0,0,0,0,363423,176127,CARS
5335,2020/04/26 23:00:00+00,1850,3,Slight,J,Turning movement – unidentified priority,3,1,0,0,0,0,0,361282,174484,CARS
5336,2020/04/19 23:00:00+00,1320,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,363162,173957,MCYC
5337,2020/05/06 23:00:00+00,2030,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,360887,169998,CARS
5338,2020/05/20 23:00:00+00,1600,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,1,359428,177836,CARS
5339,2020/05/28 23:00:00+00,1700,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,359087,172362,CYC
5340,2020/05/28 23:00:00+00,1840,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,361737,171335,MCYC
5341,2020/05/23 23:00:00+00,1750,2,Serious,J,Turning movement – unidentified priority,3,2,0,1,1,0,0,363793,173798,CYC
5342,2019/03/27 00:00:00+00,1800,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,358642,173379,CYC
5343,2019/05/13 23:00:00+00,1635,3,Slight,NT,Nose to Tail,4,2,0,0,0,0,1,351973,176871,CARS
5344,2019/09/26 23:00:00+00,1534,3,Slight,HO,Head On,2,1,0,0,0,0,0,355896,179269,CARS
5345,2020/05/26 23:00:00+00,0530,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,351913,179543,CARS
5346,2020/06/04 23:00:00+00,1820,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,359108,172367,A
5347,2020/06/04 23:00:00+00,1115,3,Slight,NONE,Other,2,1,0,1,0,0,0,361584,173524,CYC
5348,2020/06/05 23:00:00+00,1845,3,Slight,J1,Turning Movement from major road,2,1,0,0,1,0,0,363463,172993,MCYC
5349,2020/06/10 23:00:00+00,1100,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356492,171543,CARS
5350,2020/06/11 23:00:00+00,1540,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,362967,173729,CYC
5351,2020/06/12 23:00:00+00,1605,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,356698,171533,CARS
5352,2020/06/13 23:00:00+00,1545,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,356772,172515,CYC
5353,2019/04/22 23:00:00+00,0815,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,358325,172871,CARS
5354,2019/01/17 00:00:00+00,1450,2,Serious,E,Elderly pedestrian,1,1,1,0,0,0,1,359255,175818,E
5355,2019/01/19 00:00:00+00,0235,3,Slight,A,Adult pedestrian,1,1,1,0,0,0,0,362036,170639,A
5356,2019/01/04 00:00:00+00,1335,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,359079,174254,CYC
5357,2019/01/04 00:00:00+00,2248,3,Slight,J2,Turning Movement from minor road,2,1,0,0,1,0,0,361682,170119,MCYC
5358,2019/01/21 00:00:00+00,1927,3,Slight,J,Turning movement – unidentified priority,2,2,0,0,0,0,0,359010,178199,CARS
5359,2019/01/22 00:00:00+00,0800,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,363197,174351,CYC
5360,2019/05/02 23:00:00+00,1035,3,Slight,NT,Nose to Tail,4,1,0,0,1,0,1,359565,172296,MCYC
5361,2019/01/24 00:00:00+00,1540,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,1,0,361778,168078,CYC
5362,2019/01/28 00:00:00+00,0905,3,Slight,NONE,Other,2,1,0,1,0,1,0,361844,170418,CYC
5363,2019/01/28 00:00:00+00,1554,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,1,0,0,360039,176984,MCYC
5364,2019/01/29 00:00:00+00,0853,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,360912,173362,CYC
5365,2020/03/24 00:00:00+00,1205,3,Slight,NONE,Other,3,2,0,0,0,0,0,358617,172416,CARS
5366,2020/05/04 23:00:00+00,0620,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,357947,170521,CYC
5367,2020/04/16 23:00:00+00,0553,3,Slight,LC,Loss of Control,1,1,0,0,0,0,0,361410,172172,CARS
5368,2019/03/19 00:00:00+00,1734,3,Slight,J2,Turning Movement from minor road,2,1,0,1,0,0,0,358612,173035,CYC
5369,2019/03/19 00:00:00+00,1910,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,357635,171466,CARS
5370,2019/03/19 00:00:00+00,0745,3,Slight,O,Overtaking,2,1,0,1,0,0,0,357353,174925,CYC
5371,2019/03/20 00:00:00+00,1750,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,0,0,356340,169370,CYC
5372,2019/03/20 00:00:00+00,1630,3,Slight,J,Turning movement – unidentified priority,2,1,0,1,0,1,0,361849,170703,CYC
5373,2019/03/24 00:00:00+00,2250,3,Slight,J,Turning movement – unidentified priority,2,1,0,0,0,0,0,359093,176716,CARS
5374,2019/05/09 23:00:00+00,1355,3,Slight,J1,Turning Movement from major road,2,1,0,1,0,0,0,356540,174134,CYC
5375,2019/06/15 23:00:00+00,0105,3,Slight,NT,Nose to Tail,3,1,0,0,0,0,0,359013,173561,CARS
5376,2019/06/17 23:00:00+00,1700,3,Slight,NT,Nose to Tail,2,1,0,0,0,0,0,354078,178920,CARS
