dCount,HGVR3,HGVA3,RCat,2WMV,HGVR4,CAR,ONS LA Name,ONS LACode,CP,HGV,Hour,PC,iDir,HGVR2,BUS,S Ref E,S Ref N,Road,CP Location,HGVA6,Region Name (GO),Road Name,HGVA5,LGV,AMV,Year
3/19/2015,0,1,BU,1,0,311,North Somerset,E06000024,947250,4,18,0,N,3,0,343914,163585,B3133,"South of Mill Lane, Congresbury",0,South West,High Street,0,37,353,2015
3/19/2015,0,2,BU,2,0,259,North Somerset,E06000024,947250,8,7,1,S,1,2,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,4,64,335,2015
3/19/2015,0,2,BU,4,7,394,North Somerset,E06000024,947250,19,8,5,S,5,2,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,4,78,497,2015
3/19/2015,3,1,BU,0,2,294,North Somerset,E06000024,947250,10,9,1,S,2,3,343914,163585,B3133,"South of Mill Lane, Congresbury",2,South West,High Street,0,54,361,2015
3/19/2015,1,4,BU,5,0,227,North Somerset,E06000024,947250,15,10,2,S,6,1,343914,163585,B3133,"South of Mill Lane, Congresbury",2,South West,High Street,2,57,305,2015
3/19/2015,2,1,BU,0,3,249,North Somerset,E06000024,947250,15,11,5,S,6,0,343914,163585,B3133,"South of Mill Lane, Congresbury",0,South West,High Street,3,47,311,2015
3/19/2015,1,0,BU,1,0,309,North Somerset,E06000024,947250,15,12,1,S,9,1,343914,163585,B3133,"South of Mill Lane, Congresbury",2,South West,High Street,3,66,392,2015
3/19/2015,3,1,BU,3,1,286,North Somerset,E06000024,947250,17,13,1,S,8,0,343914,163585,B3133,"South of Mill Lane, Congresbury",3,South West,High Street,1,39,345,2015
3/19/2015,0,3,BU,8,2,252,North Somerset,E06000024,947250,23,14,0,S,10,2,343914,163585,B3133,"South of Mill Lane, Congresbury",6,South West,High Street,2,45,330,2015
3/19/2015,0,5,BU,3,2,366,North Somerset,E06000024,947250,15,15,3,S,4,1,343914,163585,B3133,"South of Mill Lane, Congresbury",4,South West,High Street,0,63,448,2015
3/19/2015,1,2,BU,1,0,446,North Somerset,E06000024,947250,7,16,4,S,2,5,343914,163585,B3133,"South of Mill Lane, Congresbury",2,South West,High Street,0,64,523,2015
3/19/2015,1,1,BU,4,2,516,North Somerset,E06000024,947250,6,17,2,S,0,0,343914,163585,B3133,"South of Mill Lane, Congresbury",1,South West,High Street,1,75,601,2015
3/19/2015,0,0,BU,4,0,386,North Somerset,E06000024,947250,3,18,4,S,1,0,343914,163585,B3133,"South of Mill Lane, Congresbury",0,South West,High Street,2,33,426,2015
3/18/2015,0,0,UU,0,0,1,North Somerset,E06000024,947286,0,7,1,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,1,2015
3/18/2015,0,0,UU,0,0,7,North Somerset,E06000024,947286,0,8,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,2,9,2015
3/18/2015,0,0,UU,0,0,3,North Somerset,E06000024,947286,0,9,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,4,2015
3/18/2015,0,0,UU,0,0,2,North Somerset,E06000024,947286,0,10,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,2,4,2015
3/18/2015,0,0,UU,0,0,1,North Somerset,E06000024,947286,0,11,1,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,2,2015
3/18/2015,0,0,UU,0,0,1,North Somerset,E06000024,947286,0,12,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,1,2015
3/18/2015,0,0,UU,0,0,7,North Somerset,E06000024,947286,0,13,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,8,2015
3/18/2015,0,0,UU,0,0,5,North Somerset,E06000024,947286,0,14,0,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,5,2015
3/18/2015,0,0,UU,0,0,6,North Somerset,E06000024,947286,0,15,3,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,6,2015
3/18/2015,0,0,UU,0,0,12,North Somerset,E06000024,947286,0,16,4,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,12,2015
3/18/2015,0,0,UU,0,0,12,North Somerset,E06000024,947286,0,17,2,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,2,14,2015
3/18/2015,0,0,UU,2,0,16,North Somerset,E06000024,947286,0,18,1,N,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,4,22,2015
3/18/2015,0,0,UU,2,0,9,North Somerset,E06000024,947286,0,7,1,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,11,2015
3/18/2015,0,0,UU,2,0,18,North Somerset,E06000024,947286,0,8,3,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,4,24,2015
3/18/2015,0,0,UU,0,0,5,North Somerset,E06000024,947286,0,9,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,6,2015
3/18/2015,0,0,UU,0,0,2,North Somerset,E06000024,947286,0,10,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,3,2015
3/18/2015,0,0,UU,0,0,3,North Somerset,E06000024,947286,0,11,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,3,2015
3/18/2015,0,0,UU,0,0,1,North Somerset,E06000024,947286,0,12,1,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,1,2015
3/18/2015,0,0,UU,0,0,5,North Somerset,E06000024,947286,0,13,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,3,8,2015
3/18/2015,0,0,UU,0,0,4,North Somerset,E06000024,947286,0,14,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,4,2015
3/18/2015,0,0,UU,0,0,4,North Somerset,E06000024,947286,0,15,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,4,2015
3/18/2015,0,0,UU,0,0,10,North Somerset,E06000024,947286,0,16,3,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,0,10,2015
3/18/2015,0,0,UU,0,0,9,North Somerset,E06000024,947286,0,17,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,2,11,2015
3/18/2015,0,0,UU,0,0,10,North Somerset,E06000024,947286,0,18,0,S,0,0,336584,163705,U,"North of Ilse Road, W-s-M",0,South West,LONGDOWN DRIVE,0,1,11,2015
